,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,cost_of_the_product,prior_purchases,product_importance,gender,discount_offered,weight_in_gms,reached_ontime
9003,B,Ship,4,2,260,3,low,M,4,5504,1
9004,C,Ship,4,2,195,2,medium,M,10,4640,0
9005,F,Ship,4,3,245,4,medium,M,4,5940,0
9006,D,Ship,6,3,166,4,low,M,10,5783,1
9007,F,Ship,3,5,245,4,low,M,8,5600,0
9008,A,Ship,6,2,130,5,low,M,3,5654,0
9009,B,Ship,3,5,204,4,low,M,6,4879,1
9010,C,Ship,4,2,210,3,low,M,8,5672,1
9011,F,Ship,3,5,264,4,medium,F,8,4324,0
9012,D,Ship,5,2,141,2,medium,F,1,4287,0
9013,F,Ship,3,5,162,3,medium,F,1,4432,0
9014,A,Ship,4,5,137,2,low,M,6,4055,1
9015,B,Road,4,3,141,2,low,F,8,4331,0
9016,C,Road,6,3,127,3,medium,F,7,5574,1
9017,F,Road,2,2,270,4,low,M,6,5585,0
9018,D,Road,3,4,185,4,medium,F,6,5322,0
9019,F,Road,4,1,241,3,low,M,6,5836,0
9020,A,Road,3,2,124,5,medium,M,10,5348,0
9021,B,Road,3,4,228,4,medium,M,6,4947,0
9022,C,Road,5,4,140,3,medium,M,4,4623,0
9023,F,Road,6,3,192,4,low,M,9,5239,1
9024,D,Road,4,2,253,5,low,F,3,4676,1
9025,F,Road,3,4,287,5,medium,F,9,5308,0
9026,A,Road,3,4,162,5,low,F,1,4240,1
9027,B,Road,3,4,156,3,low,M,4,4628,0
9028,C,Road,4,3,187,4,low,M,4,4757,0
9029,F,Road,6,3,171,3,low,F,1,4952,0
9030,D,Road,6,2,240,6,low,M,3,5967,1
9031,F,Road,3,3,250,4,medium,M,1,4717,0
9032,A,Road,4,5,180,4,high,F,10,5176,1
9033,B,Road,3,1,242,4,low,M,10,4809,1
9034,C,Road,3,1,162,4,medium,F,4,5683,0
9035,F,Road,5,5,210,3,medium,M,8,5906,1
9036,D,Road,4,1,189,2,medium,M,4,4122,0
9037,F,Flight,4,5,187,2,low,M,6,4316,1
9038,A,Flight,4,1,179,2,medium,F,7,4605,0
9039,B,Flight,2,1,199,2,low,F,10,5345,0
9040,C,Flight,5,1,158,4,medium,F,4,5687,1
9041,F,Flight,3,4,181,3,low,M,10,5276,1
9042,D,Flight,3,5,238,2,low,F,8,5769,0
9043,F,Flight,5,5,225,4,high,F,3,5274,1
9044,A,Flight,5,1,172,2,medium,F,3,4892,0
9045,B,Flight,4,2,199,3,low,M,4,4070,0
9046,C,Flight,4,4,248,3,high,F,10,4532,0
9047,F,Flight,3,2,226,3,low,F,5,5484,0
9048,D,Flight,4,1,177,3,medium,F,6,5215,0
9049,F,Flight,3,4,238,2,low,M,5,4349,1
9050,A,Flight,4,5,161,3,low,F,5,4732,0
9051,B,Flight,2,1,271,3,low,M,1,4537,0
9052,C,Flight,5,2,254,3,medium,F,8,5892,1
9053,F,Flight,4,2,238,2,low,M,1,5229,0
9054,D,Flight,5,5,169,3,medium,M,2,5942,1
9055,F,Flight,3,3,168,2,high,M,10,5334,1
9056,A,Flight,2,5,243,3,high,M,7,4486,0
9057,B,Flight,4,5,195,3,medium,M,7,4835,0
9058,C,Flight,3,2,227,3,high,M,5,4167,1
9059,F,Ship,3,2,199,3,medium,F,10,5768,1
9060,D,Ship,3,2,160,3,low,F,7,4468,0
9061,F,Ship,2,2,160,6,medium,F,9,4972,1
9062,A,Ship,4,4,251,4,low,F,10,5984,0
9063,B,Ship,6,2,225,4,low,M,6,5787,1
9064,C,Ship,4,3,260,4,low,F,5,5307,0
9065,F,Ship,4,2,263,3,medium,M,4,4935,1
9066,D,Ship,5,5,196,3,medium,M,7,4084,1
9067,F,Ship,4,2,184,2,medium,F,10,5959,0
9068,A,Ship,5,5,231,2,medium,F,6,5862,0
9069,B,Ship,3,1,153,2,low,M,7,5292,1
9070,C,Ship,3,1,173,2,low,F,7,4684,0
9071,F,Ship,3,1,159,3,low,F,3,5044,0
9072,D,Ship,5,4,137,2,low,M,7,5338,1
9073,F,Ship,3,1,249,2,medium,M,9,5987,1
9074,A,Ship,3,5,247,3,medium,M,10,4286,1
9075,B,Ship,3,2,205,3,high,M,3,4563,1
9076,C,Ship,3,2,209,3,medium,M,5,4999,0
9077,F,Ship,3,2,247,2,high,M,1,4242,0
9078,D,Ship,4,3,225,2,medium,F,2,4169,1
9079,F,Ship,3,5,150,10,low,M,2,5042,0
9080,A,Ship,5,2,210,7,medium,F,4,4525,1
9081,B,Ship,3,2,247,2,low,F,2,4677,0
9082,C,Ship,5,5,167,3,medium,M,9,4319,1
9083,F,Ship,4,5,233,3,medium,F,7,5604,1
9084,D,Ship,2,5,204,10,low,F,1,4709,0
9085,F,Ship,5,5,140,8,medium,M,2,4793,1
9086,A,Ship,6,3,218,6,high,M,8,5879,0
9087,B,Ship,3,3,250,3,low,M,9,4993,0
9088,C,Ship,3,4,225,4,low,M,10,4460,1
9089,F,Ship,7,1,308,4,medium,F,2,1504,0
9090,D,Ship,6,5,256,4,low,F,2,1163,0
9091,F,Ship,4,3,251,5,medium,M,2,1482,0
9092,A,Ship,5,3,270,5,medium,F,8,1862,0
9093,B,Ship,6,5,289,4,low,M,5,1600,1
9094,C,Ship,6,3,253,4,medium,F,9,1823,0
9095,F,Ship,7,2,305,4,medium,M,7,1813,0
9096,D,Ship,3,3,219,6,low,M,10,1116,0
9097,F,Ship,4,2,231,5,medium,M,8,1562,0
9098,A,Ship,6,5,298,4,medium,F,5,1804,0
9099,B,Ship,6,5,282,4,low,M,5,1364,1
9100,C,Ship,5,1,240,5,low,M,2,1400,1
9101,F,Ship,5,3,223,5,medium,M,4,1817,0
9102,D,Ship,4,4,226,5,low,M,1,1761,0
9103,F,Ship,5,3,253,5,low,M,6,1028,0
9104,A,Ship,6,4,249,4,low,M,10,1318,0
9105,B,Ship,6,5,294,4,medium,M,10,1628,1
9106,C,Ship,4,4,263,3,medium,F,8,5475,0
9107,F,Ship,5,2,196,3,medium,M,4,4868,1
9108,D,Ship,4,5,184,2,medium,F,2,4429,0
9109,F,Ship,5,4,231,2,medium,F,7,5491,1
9110,A,Ship,3,1,153,2,low,M,6,4996,0
9111,B,Ship,3,2,173,2,low,F,8,5492,0
9112,C,Ship,3,1,159,3,low,M,10,4358,1
9113,F,Ship,5,4,137,2,low,F,2,4077,1
9114,D,Ship,3,1,249,2,medium,F,1,5190,1
9115,F,Ship,3,4,247,3,medium,M,9,5383,0
9116,A,Ship,3,3,205,3,high,M,1,5851,1
9117,B,Ship,3,3,209,3,medium,F,5,5831,0
9118,C,Ship,3,3,247,2,high,F,8,4593,1
9119,F,Ship,4,1,225,2,medium,M,5,5714,1
9120,D,Ship,3,2,150,10,low,F,6,5580,0
9121,F,Ship,5,3,210,7,medium,F,4,4362,0
9122,A,Ship,3,1,247,2,low,M,7,5557,0
9123,B,Ship,5,5,167,3,medium,M,1,4314,0
9124,C,Ship,4,5,233,3,medium,F,2,4501,0
9125,F,Ship,2,4,204,10,low,F,4,4679,1
9126,D,Ship,5,1,140,8,medium,M,7,5437,0
9127,F,Ship,6,3,218,6,high,F,5,4352,1
9128,A,Ship,3,1,250,3,low,F,7,4760,0
9129,B,Ship,3,1,225,4,low,F,10,4080,1
9130,C,Ship,7,5,308,4,medium,M,6,1165,0
9131,F,Ship,6,3,256,4,low,F,9,1212,1
9132,D,Ship,4,5,251,5,medium,F,7,1381,0
9133,F,Ship,5,1,270,5,medium,M,10,1397,0
9134,A,Ship,6,1,289,4,low,M,3,1181,1
9135,B,Ship,6,5,253,4,medium,M,8,1899,1
9136,C,Ship,7,3,305,4,medium,F,6,1167,0
9137,F,Ship,3,5,219,6,low,M,1,1394,0
9138,D,Ship,4,1,231,5,medium,M,6,1231,0
9139,F,Ship,6,5,298,4,medium,F,8,1759,1
9140,A,Ship,6,1,282,4,low,M,7,1758,0
9141,B,Ship,5,3,240,5,low,M,6,1489,0
9142,C,Ship,5,5,223,5,medium,M,8,1132,0
9143,F,Ship,5,2,140,5,medium,M,2,1521,0
9144,D,Ship,5,3,268,5,medium,M,5,1365,0
9145,F,Ship,6,3,279,4,low,M,7,1090,1
9146,A,Ship,4,3,225,5,medium,F,6,1573,0
9147,B,Ship,6,3,296,4,medium,M,7,1515,0
9148,C,Ship,5,5,162,4,low,M,8,1311,0
9149,F,Ship,6,5,255,4,low,F,2,1218,1
9150,D,Ship,7,5,255,4,low,F,9,1367,0
9151,F,Ship,6,2,286,4,medium,M,6,1556,1
9152,A,Road,7,2,267,4,medium,M,8,1285,0
9153,B,Road,5,1,226,6,low,M,5,1078,0
9154,C,Road,6,5,285,4,medium,F,5,1631,1
9155,F,Road,6,3,276,4,low,F,5,1637,1
9156,D,Road,6,2,257,4,low,F,5,1565,1
9157,F,Road,6,4,287,4,medium,F,10,1811,1
9158,A,Road,6,1,283,5,low,F,10,1304,1
9159,B,Road,6,3,309,4,medium,M,2,1270,1
9160,C,Road,4,3,274,5,low,F,3,1637,1
9161,F,Road,7,4,244,4,medium,F,4,1953,1
9162,D,Road,5,3,222,6,low,M,9,1656,0
9163,F,Road,6,1,264,4,low,M,5,1900,0
9164,A,Road,4,2,232,5,medium,M,3,1197,0
9165,B,Road,5,2,227,6,medium,F,6,1620,0
9166,C,Road,6,4,294,3,medium,M,7,1455,0
9167,F,Road,6,4,260,4,low,F,1,1883,0
9168,D,Road,4,3,260,5,low,F,8,1756,0
9169,F,Road,6,1,277,5,low,F,2,1190,1
9170,A,Road,5,3,257,5,low,F,7,1451,1
9171,B,Road,5,5,271,6,low,M,6,1450,1
9172,C,Road,6,1,308,4,low,F,7,1260,1
9173,F,Road,7,2,281,4,medium,F,2,1291,0
9174,D,Flight,5,4,307,5,low,M,8,1903,0
9175,F,Flight,5,3,224,5,medium,M,9,1643,1
9176,A,Flight,5,5,233,6,medium,F,4,1924,1
9177,B,Flight,3,4,179,2,medium,M,5,1340,0
9178,C,Flight,4,3,267,5,medium,F,9,1538,0
9179,F,Flight,5,3,218,6,low,F,6,1519,1
9180,D,Flight,7,3,302,4,medium,F,7,1915,0
9181,F,Flight,7,3,247,4,medium,M,5,1060,0
9182,A,Flight,6,3,266,4,medium,F,8,1547,0
9183,B,Flight,5,1,247,5,low,M,10,1562,1
9184,C,Flight,4,3,219,5,low,F,8,1702,1
9185,F,Flight,7,1,287,4,medium,M,9,1150,1
9186,D,Flight,6,3,297,5,low,F,5,1657,0
9187,F,Flight,5,5,273,5,medium,M,4,1597,1
9188,A,Flight,5,5,219,5,low,M,6,1234,0
9189,B,Flight,5,1,232,5,medium,F,7,1069,1
9190,C,Flight,4,4,264,5,low,M,3,1782,0
9191,F,Flight,6,3,266,4,low,F,9,1106,1
9192,D,Flight,7,1,280,5,low,M,10,1199,1
9193,F,Flight,7,4,264,4,medium,M,6,1265,0
9194,A,Flight,4,2,258,5,low,F,8,1878,0
9195,B,Flight,5,1,236,5,low,M,8,1441,0
9196,C,Ship,5,5,262,5,low,M,2,1304,0
9197,F,Ship,5,3,255,6,medium,F,1,5874,0
9198,D,Ship,4,4,267,4,low,F,8,5219,1
9199,F,Ship,4,1,240,4,low,M,10,5965,1
9200,A,Ship,4,2,215,2,high,F,10,4061,1
9201,B,Ship,5,5,252,5,low,M,9,4135,0
9202,C,Ship,4,5,136,2,medium,M,4,5512,0
9203,F,Ship,3,4,225,4,medium,F,9,5575,0
9204,D,Ship,3,3,187,6,low,F,2,4549,0
9205,F,Ship,4,4,144,3,low,M,6,4137,1
9206,A,Ship,3,2,226,2,low,M,10,4254,0
9207,B,Ship,5,2,229,3,low,F,3,4916,0
9208,C,Ship,3,3,255,3,low,M,4,4628,1
9209,F,Ship,5,3,227,5,medium,F,9,4990,0
9210,D,Ship,5,1,248,3,medium,M,6,5081,1
9211,F,Ship,3,2,151,2,low,F,3,4759,0
9212,A,Ship,4,5,188,3,medium,M,8,4125,0
9213,B,Ship,4,2,160,2,medium,M,3,4304,1
9214,C,Ship,4,2,156,3,low,F,1,5361,0
9215,F,Ship,3,4,162,3,medium,M,7,5313,0
9216,D,Ship,4,4,270,3,low,F,4,5888,0
9217,F,Ship,4,5,200,4,medium,F,2,4947,0
9218,A,Ship,3,3,224,4,medium,M,10,4147,0
9219,B,Ship,4,4,146,4,medium,M,7,4953,1
9220,C,Ship,5,3,156,3,low,F,6,5231,1
9221,F,Ship,4,3,235,3,medium,F,4,5748,1
9222,D,Ship,4,1,231,3,medium,M,5,4118,1
9223,F,Ship,4,5,141,2,low,F,10,5907,1
9224,A,Ship,3,1,178,4,medium,M,9,5727,1
9225,B,Ship,5,4,244,6,high,F,3,4089,0
9226,C,Ship,4,2,247,2,medium,M,7,4955,1
9227,F,Ship,3,1,132,3,medium,F,5,5978,0
9228,D,Ship,4,5,190,3,medium,M,6,4671,1
9229,F,Ship,3,2,113,5,medium,M,1,5993,0
9230,A,Ship,5,5,253,2,high,F,3,4851,0
9231,B,Ship,4,3,235,3,medium,F,4,4739,0
9232,C,Ship,3,3,264,2,low,M,6,4102,0
9233,F,Ship,3,5,286,6,medium,M,3,4424,0
9234,D,Ship,4,3,141,3,medium,F,3,4249,0
9235,F,Ship,4,2,243,3,low,M,3,5703,0
9236,A,Ship,5,4,209,4,low,F,10,5461,0
9237,B,Ship,4,4,246,2,medium,F,2,4633,1
9238,C,Ship,4,3,257,3,medium,M,1,5717,1
9239,F,Ship,4,2,217,2,medium,F,8,4907,1
9240,D,Ship,4,4,246,3,low,M,9,5041,0
9241,F,Ship,4,4,166,6,low,F,6,4100,1
9242,A,Ship,3,3,183,2,low,F,3,5189,0
9243,B,Ship,4,5,136,2,medium,M,4,5923,1
9244,C,Ship,4,1,224,2,low,M,10,4653,1
9245,F,Ship,4,3,174,3,medium,M,2,4069,1
9246,D,Ship,4,5,209,3,medium,F,4,4809,0
9247,F,Ship,4,3,256,2,medium,F,3,4679,1
9248,A,Ship,4,2,231,4,medium,M,9,5194,0
9249,B,Ship,2,1,228,2,low,F,2,5435,0
9250,C,Ship,4,2,198,3,medium,M,10,5487,1
9251,F,Ship,5,5,223,3,medium,F,3,4382,0
9252,D,Ship,3,4,257,4,medium,F,8,4780,0
9253,F,Ship,4,4,265,3,low,M,10,4741,0
9254,A,Ship,3,3,258,3,medium,F,7,4068,1
9255,B,Ship,3,2,272,3,low,M,7,5657,1
9256,C,Ship,5,3,273,4,medium,M,1,5119,0
9257,F,Ship,3,5,287,5,high,M,1,5263,1
9258,D,Ship,5,1,176,4,low,F,1,4270,1
9259,F,Ship,5,4,136,3,medium,M,4,5413,0
9260,A,Ship,3,5,204,2,low,F,1,4025,1
9261,B,Ship,4,3,213,3,medium,M,2,5432,1
9262,C,Ship,3,3,160,3,low,M,1,4769,0
9263,F,Ship,3,5,148,2,medium,F,9,5095,1
9264,D,Ship,4,3,255,4,medium,F,10,4740,0
9265,F,Ship,3,3,212,3,medium,M,10,5724,1
9266,A,Ship,3,3,217,3,medium,M,10,5439,0
9267,B,Ship,4,2,145,3,medium,F,7,5823,0
9268,C,Ship,3,1,170,3,high,F,6,5750,0
9269,F,Ship,3,2,244,3,high,F,5,5781,1
9270,D,Ship,3,1,151,4,medium,M,2,5016,0
9271,F,Ship,4,1,202,3,low,M,10,4454,0
9272,A,Ship,4,1,195,3,medium,M,2,4682,0
9273,B,Ship,3,3,150,3,medium,M,9,5852,0
9274,C,Ship,4,3,225,2,medium,F,10,5523,1
9275,F,Ship,4,5,142,4,medium,F,6,5027,0
9276,D,Ship,3,3,262,4,low,M,5,4782,0
9277,F,Ship,3,1,251,6,medium,M,10,4912,0
9278,A,Ship,5,5,221,2,medium,M,10,4255,1
9279,B,Ship,3,2,202,2,medium,F,7,5328,0
9280,C,Ship,4,3,216,4,medium,M,3,4750,0
9281,F,Ship,4,2,239,3,low,F,4,5916,0
9282,D,Ship,2,3,192,3,low,M,4,5524,0
9283,F,Ship,3,4,185,2,medium,M,5,4574,0
9284,A,Ship,5,4,235,3,low,M,3,4411,1
9285,B,Ship,3,2,253,2,low,M,8,5608,0
9286,C,Ship,3,4,180,3,low,M,2,5659,1
9287,F,Ship,3,5,150,2,medium,M,10,5187,0
9288,D,Ship,4,2,168,6,medium,F,9,4030,0
9289,F,Road,5,4,274,3,medium,F,1,4030,0
9290,A,Road,3,2,179,3,medium,M,9,5224,1
9291,B,Road,6,1,237,5,medium,M,3,5299,1
9292,C,Road,3,4,160,3,low,M,10,4602,0
9293,F,Road,4,1,225,2,low,M,4,4102,0
9294,D,Road,4,2,217,2,low,M,4,5539,0
9295,F,Road,3,5,263,3,medium,M,1,4645,0
9296,A,Road,4,4,128,6,medium,F,3,5459,0
9297,B,Road,3,3,167,3,low,F,8,4420,0
9298,C,Road,3,2,221,2,low,F,10,4312,0
9299,F,Road,3,3,173,2,low,M,5,4703,0
9300,D,Road,4,2,149,6,low,F,6,4904,0
9301,F,Road,3,5,234,2,medium,F,8,5241,1
9302,A,Road,3,3,237,3,medium,M,6,4918,0
9303,B,Road,2,4,269,4,low,M,2,4267,1
9304,C,Road,3,5,182,3,high,M,5,4183,1
9305,F,Road,6,3,199,4,medium,F,1,5204,0
9306,D,Road,4,1,264,4,low,F,6,4863,0
9307,F,Road,6,5,167,3,low,F,2,5761,1
9308,A,Road,4,4,155,3,medium,F,6,5778,1
9309,B,Road,5,1,274,2,high,F,8,4647,1
9310,C,Road,4,1,213,5,low,M,10,5492,0
9311,F,Flight,3,2,204,2,high,M,8,4562,1
9312,D,Flight,5,2,259,2,medium,M,7,4764,0
9313,F,Flight,3,1,174,3,medium,F,2,4972,0
9314,A,Flight,3,1,230,2,low,F,4,4387,1
9315,B,Flight,5,4,260,4,low,M,4,5911,1
9316,C,Flight,4,5,176,2,low,F,1,4155,0
9317,F,Flight,5,2,217,2,medium,F,6,4120,1
9318,D,Flight,4,2,219,3,low,F,9,5703,0
9319,F,Flight,4,1,189,3,medium,M,5,4133,0
9320,A,Flight,4,1,252,4,low,F,7,5459,1
9321,B,Flight,3,2,189,3,medium,F,2,4152,1
9322,C,Flight,5,2,159,3,low,M,5,4930,0
9323,F,Flight,4,2,262,3,low,M,6,5381,0
9324,D,Flight,6,1,191,5,low,M,8,5156,1
9325,F,Flight,4,1,271,4,medium,F,2,4133,1
9326,A,Flight,4,5,196,5,low,F,2,5840,0
9327,B,Flight,4,3,261,6,low,F,6,5068,0
9328,C,Flight,4,5,233,6,medium,M,1,5284,0
9329,F,Flight,5,4,235,4,low,M,5,4506,0
9330,D,Flight,3,2,154,3,low,F,8,5149,1
9331,F,Flight,4,5,167,4,low,M,3,4658,0
9332,A,Flight,6,4,144,4,low,F,5,4631,0
9333,B,Ship,5,3,194,4,low,M,9,5851,0
9334,C,Ship,5,4,242,4,medium,F,5,5375,0
9335,F,Ship,3,3,144,3,medium,M,8,5727,0
9336,D,Ship,5,4,157,7,medium,F,9,4272,0
9337,F,Ship,4,3,184,7,medium,M,5,5920,1
9338,A,Ship,5,1,151,3,medium,M,2,4172,1
9339,B,Ship,4,1,175,3,medium,M,2,5861,0
9340,C,Ship,3,2,177,3,low,F,5,5941,0
9341,F,Ship,6,1,141,3,low,F,2,5144,0
9342,D,Ship,4,2,210,3,low,M,5,4746,0
9343,F,Ship,2,4,224,2,low,M,8,4754,0
9344,A,Ship,4,1,253,3,medium,F,9,5502,1
9345,B,Ship,4,1,157,2,medium,F,7,4690,1
9346,C,Ship,3,2,172,3,medium,F,8,4982,1
9347,F,Ship,3,5,193,10,high,M,6,5247,1
9348,D,Ship,6,2,255,4,low,M,9,1157,0
9349,F,Ship,7,5,255,4,low,F,2,1826,1
9350,A,Ship,6,4,286,4,medium,F,1,1570,0
9351,B,Ship,7,1,267,4,medium,M,9,1261,1
9352,C,Ship,5,4,226,6,low,F,3,1223,1
9353,F,Ship,6,3,285,4,medium,F,1,1606,0
9354,D,Ship,6,4,276,4,low,M,4,1662,1
9355,F,Ship,6,4,257,4,low,F,4,1451,0
9356,A,Ship,6,4,287,4,medium,M,7,1141,1
9357,B,Ship,6,1,283,5,low,F,9,1311,1
9358,C,Ship,6,1,309,4,medium,F,10,1904,1
9359,F,Ship,4,5,274,5,low,M,7,1225,0
9360,D,Ship,7,2,244,4,medium,F,8,1477,1
9361,F,Ship,5,4,222,6,low,F,9,1003,0
9362,A,Ship,6,1,264,4,low,M,9,1243,0
9363,B,Ship,4,1,232,5,medium,F,7,1899,1
9364,C,Ship,5,1,217,2,medium,F,10,4264,0
9365,F,Ship,4,5,219,3,low,F,1,5221,0
9366,D,Ship,4,3,189,3,medium,F,4,5613,1
9367,F,Ship,4,2,252,4,low,M,1,4705,1
9368,A,Ship,3,3,189,3,medium,F,1,5896,1
9369,B,Ship,5,3,159,3,low,M,7,5462,1
9370,C,Ship,4,3,262,3,low,F,3,4176,0
9371,F,Ship,6,2,191,5,low,M,1,4314,0
9372,D,Ship,4,5,271,4,medium,M,9,5057,0
9373,F,Ship,4,2,196,5,low,M,5,4994,0
9374,A,Ship,4,1,261,6,low,F,6,5861,0
9375,B,Ship,4,1,233,6,medium,F,2,5406,0
9376,C,Ship,5,4,235,4,low,M,10,4880,0
9377,F,Ship,3,1,154,3,low,M,5,4720,1
9378,D,Ship,4,4,167,4,low,M,2,5908,1
9379,F,Ship,6,1,144,4,low,F,5,5121,0
9380,A,Ship,5,2,194,4,low,M,8,5650,1
9381,B,Ship,5,3,242,4,medium,F,8,4410,1
9382,C,Ship,3,5,144,3,medium,F,9,5912,0
9383,F,Ship,5,4,157,7,medium,M,3,4723,0
9384,D,Ship,4,1,184,7,medium,F,6,4956,0
9385,F,Ship,5,1,151,3,medium,F,9,5667,0
9386,A,Ship,4,4,175,3,medium,M,2,4004,0
9387,B,Ship,3,2,177,3,low,F,9,5427,0
9388,C,Ship,6,3,141,3,low,M,7,5222,1
9389,F,Ship,4,2,210,3,low,F,9,4102,1
9390,D,Ship,2,3,224,2,low,F,5,5050,0
9391,F,Ship,4,4,253,3,medium,F,4,5236,0
9392,A,Ship,4,5,157,2,medium,F,1,5054,0
9393,B,Ship,3,1,172,3,medium,M,5,5696,1
9394,C,Ship,3,1,193,10,high,F,1,4459,0
9395,F,Ship,6,3,255,4,low,M,6,1654,1
9396,D,Ship,7,5,255,4,low,M,7,1104,0
9397,F,Ship,6,4,286,4,medium,F,1,1539,1
9398,A,Ship,7,3,267,4,medium,F,10,1548,0
9399,B,Ship,5,4,226,6,low,M,1,1327,0
9400,C,Ship,6,4,285,4,medium,M,4,1244,1
9401,F,Ship,6,3,276,4,low,F,8,1754,1
9402,D,Ship,6,3,257,4,low,F,2,1694,0
9403,F,Ship,6,1,287,4,medium,M,5,1791,1
9404,A,Ship,6,1,283,5,low,F,5,1298,0
9405,B,Ship,6,2,309,4,medium,F,8,1930,0
9406,C,Ship,4,1,274,5,low,F,5,1581,1
9407,F,Ship,7,3,244,4,medium,M,10,1629,0
9408,D,Ship,5,5,222,6,low,M,1,1962,0
9409,F,Ship,7,1,264,4,medium,F,5,1238,0
9410,A,Ship,4,4,258,5,low,M,7,1261,1
9411,B,Ship,5,5,236,5,low,F,7,1137,0
9412,C,Ship,6,3,304,4,low,F,9,1401,0
9413,F,Ship,6,3,244,5,medium,F,5,1092,0
9414,D,Ship,7,1,301,4,low,M,10,1869,0
9415,F,Ship,4,4,275,5,medium,M,5,1117,0
9416,A,Ship,5,4,236,5,low,M,6,1829,1
9417,B,Ship,6,3,286,4,medium,M,4,1169,0
9418,C,Ship,5,4,238,6,low,M,6,1850,1
9419,F,Ship,7,3,300,4,medium,F,5,1244,0
9420,D,Ship,6,2,292,4,medium,M,2,1149,1
9421,F,Ship,5,2,172,2,low,M,9,1097,0
9422,A,Ship,2,1,181,5,medium,M,3,1038,0
9423,B,Ship,7,5,289,4,low,M,9,1904,0
9424,C,Ship,7,5,256,4,medium,M,4,1139,1
9425,F,Ship,4,5,251,5,medium,M,10,1683,1
9426,D,Road,6,5,245,4,low,M,3,1716,0
9427,F,Road,5,2,266,5,medium,M,8,1367,0
9428,A,Road,4,1,220,5,low,F,9,1817,0
9429,B,Road,4,2,274,5,low,F,8,1246,0
9430,C,Road,7,5,301,4,low,M,9,1660,1
9431,F,Road,6,5,285,4,low,M,8,1028,1
9432,D,Road,6,3,271,4,low,F,2,1364,1
9433,F,Road,4,3,241,5,low,F,2,1442,0
9434,A,Road,3,1,146,5,low,M,10,1737,0
9435,B,Road,6,4,256,4,medium,F,9,1791,0
9436,C,Road,6,2,235,5,low,F,5,1051,1
9437,F,Road,5,5,275,3,low,F,9,1691,1
9438,D,Road,6,4,205,4,low,F,10,1974,1
9439,F,Road,5,4,244,5,medium,F,1,1320,0
9440,A,Road,5,2,269,6,medium,F,5,1097,0
9441,B,Road,4,1,238,5,medium,F,3,1913,0
9442,C,Road,5,4,217,5,low,F,8,1803,0
9443,F,Road,5,2,258,5,low,M,3,1824,0
9444,D,Road,7,1,269,5,medium,F,5,1402,0
9445,F,Road,4,2,259,5,low,M,6,1827,1
9446,A,Road,6,5,260,4,low,F,8,1347,1
9447,B,Road,5,5,227,5,medium,F,2,1436,1
9448,C,Flight,4,2,223,6,low,F,10,1650,1
9449,F,Flight,5,2,221,5,medium,M,10,1160,0
9450,D,Flight,7,4,296,4,low,F,10,1033,0
9451,F,Flight,5,3,228,5,high,M,9,1924,0
9452,A,Flight,4,4,275,5,medium,M,7,1562,1
9453,B,Flight,5,3,230,5,medium,M,4,1123,0
9454,C,Flight,5,1,241,5,medium,M,3,1379,0
9455,F,Flight,4,2,270,5,low,F,5,1747,1
9456,D,Flight,6,4,264,5,medium,F,7,1220,1
9457,F,Flight,4,4,260,5,low,F,5,1178,1
9458,A,Flight,5,1,271,5,low,M,4,1353,0
9459,B,Flight,5,5,286,4,high,F,10,1071,1
9460,C,Flight,6,1,279,4,low,F,4,1263,1
9461,F,Flight,6,3,271,4,low,F,6,1934,0
9462,D,Flight,3,5,206,4,low,M,6,5038,0
9463,F,Flight,5,2,205,3,medium,F,1,4351,0
9464,A,Flight,5,2,233,3,medium,F,10,4233,1
9465,B,Flight,5,1,207,3,low,F,1,4112,0
9466,C,Flight,4,1,174,4,low,M,3,5295,0
9467,F,Flight,3,4,191,3,medium,F,10,4667,0
9468,D,Flight,4,4,156,2,medium,F,7,5938,0
9469,F,Flight,4,4,137,3,medium,F,8,4066,1
9470,A,Ship,3,3,251,3,low,M,8,4246,0
9471,B,Ship,5,3,194,3,low,M,7,5545,0
9472,C,Ship,4,1,141,3,low,F,6,5273,0
9473,F,Ship,5,1,137,3,medium,F,10,4641,0
9474,D,Ship,3,1,221,3,medium,M,10,5696,1
9475,F,Ship,3,1,270,2,medium,M,6,4966,0
9476,A,Ship,3,3,133,3,low,F,2,4926,0
9477,B,Ship,4,4,181,3,medium,F,9,4425,1
9478,C,Ship,6,4,147,3,low,M,4,4549,1
9479,F,Ship,4,3,250,2,high,F,10,4885,1
9480,D,Ship,3,5,184,2,high,M,3,4883,0
9481,F,Ship,5,1,234,3,low,F,4,5033,0
9482,A,Ship,3,3,126,6,low,M,8,5084,1
9483,B,Ship,3,2,241,3,medium,F,9,4301,0
9484,C,Ship,3,5,218,2,medium,F,6,4072,0
9485,F,Ship,3,5,98,3,medium,F,3,5553,1
9486,D,Ship,3,5,211,2,medium,F,9,4577,1
9487,F,Ship,4,2,216,3,low,M,2,4750,1
9488,A,Ship,3,3,203,3,medium,F,4,5548,0
9489,B,Ship,3,4,266,3,medium,M,9,5908,1
9490,C,Ship,4,1,155,3,medium,M,9,4443,0
9491,F,Ship,3,5,156,2,medium,F,8,5848,0
9492,D,Ship,5,2,169,5,medium,F,2,4542,0
9493,F,Ship,4,5,241,4,medium,F,10,4126,1
9494,A,Ship,4,5,199,4,medium,M,1,5585,1
